År;Mått;Region;Kön;Ålder;Antibiotika;J01CA04 Amoxicillin;J01CA08 Pivmecillinam;J01CE02 Fenoximetylpenicillin;J01CR02 Amoxicillin och betalaktamashämmare;J01DB Cefalosporiner, första generationen;J01DC Cefalosporiner, andra generationen;J01DD Cefalosporiner, tredje generationen;J01EA01 Trimetoprim;J01FA Makrolider;J01MA02 Ciprofloxacin;J01MA06 Norfloxacin;J01XE01 Nitrofurantoin
2016;Recept/1000 invånare;Östergötlands län;Båda könen;40­44;226,38;5,79;21,82;69,61;6,53;6,00;0,00;0,99;1,31;8,05;14,30;0,00;23,12
2016;Recept/1000 invånare;Östergötlands län;Båda könen;45­49;228,55;6,75;21,95;57,89;8,83;5,69;0,00;0,92;1,53;8,28;16,33;0,10;24,51
2016;Recept/1000 invånare;Östergötlands län;Båda könen;50­54;266,81;9,16;27,76;65,78;10,50;6,27;0,00;2,11;2,61;8,35;19,52;0,00;28,64
2016;Recept/1000 invånare;Östergötlands län;Båda könen;55­59;294,26;13,42;30,30;69,56;9,88;7,88;0,00;2,15;3,96;9,23;23,57;0,00;29,18
2016;Recept/1000 invånare;Östergötlands län;Båda könen;60­64;348,56;16,08;35,26;79,07;14,38;8,44;0,00;4,16;4,48;11,01;28,88;0,40;39,02
2016;Recept/1000 invånare;Östergötlands län;Båda könen;65­69;369,98;19,59;40,95;73,04;17,30;10,48;0,00;3,21;5,68;9,89;34,49;0,26;44,12
2016;Recept/1000 invånare;Östergötlands län;Båda könen;70­74;472,89;26,96;60,00;77,82;22,45;17,99;0,00;4,46;7,87;11,35;45,80;0,47;58,26
2016;Recept/1000 invånare;Östergötlands län;Båda könen;75­79;530,55;29,99;83,23;72,36;23,06;19,06;0,00;4,81;14,93;8,94;54,36;0,31;78,36
2016;Recept/1000 invånare;Östergötlands län;Båda könen;80­84;610,70;36,46;103,36;67,07;18,63;26,32;0,00;7,52;14,08;4,63;66,19;1,22;105,63
2016;Recept/1000 invånare;Östergötlands län;Båda könen;85+;781,57;31,27;135,27;80,69;20,29;39,39;0,00;8,43;39,15;6,37;77,03;0,48;142,68
2016;Recept/1000 invånare;Östergötlands län;Båda könen;0­85+;304,08;12,85;31,48;85,36;10,55;10,71;0,00;2,71;5,17;8,79;19,45;0,13;32,75
2016;Recept/1000 invånare;Jönköpings län;Båda könen;0­4;330,50;27,95;0,00;207,30;8,82;21,99;0,00;8,49;6,49;7,73;1,34;0,00;6,92
2016;Recept/1000 invånare;Jönköpings län;Båda könen;5­9;254,00;10,58;4,46;158,23;5,93;14,38;0,00;3,65;4,94;6,93;0,76;0,00;7,59
2016;Recept/1000 invånare;Jönköpings län;Båda könen;10­14;139,84;3,81;4,46;76,92;2,62;6,24;0,00;1,39;0,99;5,05;1,53;0,00;3,76
2016;Recept/1000 invånare;Jönköpings län;Båda könen;15­19;226,08;4,71;24,05;75,59;2,43;6,43;0,00;0,51;1,32;10,38;5,62;0,00;14,28
2016;Recept/1000 invånare;Jönköpings län;Båda könen;20­24;225,05;5,76;29,27;71,64;3,37;7,94;0,00;0,55;1,19;7,77;9,77;0,00;15,06
2016;Recept/1000 invånare;Jönköpings län;Båda könen;25­29;212,15;5,52;27,52;72,92;4,27;8,71;0,00;0,67;1,26;6,02;11,36;0,00;14,91
2016;Recept/1000 invånare;Jönköpings län;Båda könen;30­34;224,17;7,62;24,92;81,75;3,81;9,43;0,00;0,30;1,40;6,37;10,88;0,00;15,20
2016;Recept/1000 invånare;Jönköpings län;Båda könen;35­39;223,21;8,70;26,09;75,94;4,32;7,14;0,00;0,25;1,56;9,05;14,63;0,00;14,88
2016;Recept/1000 invånare;Jönköpings län;Båda könen;40­44;203,04;8,08;21,87;66,57;3,70;5,75;0,00;0,27;1,83;6,48;14,52;0,05;14,66
2016;Recept/1000 invånare;Jönköpings län;Båda könen;45­49;221,69;9,92;24,66;63,62;4,98;7,32;0,00;0,17;3,53;8,52;16,61;0,04;14,39
2016;Recept/1000 invånare;Jönköpings län;Båda könen;50­54;236,35;11,17;26,62;60,86;4,81;9,97;0,00;0,13;2,14;8,33;22,53;0,13;16,96
2016;Recept/1000 invånare;Jönköpings län;Båda könen;55­59;279,18;16,10;30,29;70,38;6,58;10,58;0,00;0,39;3,17;5,12;27,41;0,20;20,53
2016;Recept/1000 invånare;Jönköpings län;Båda könen;60­64;322,07;21,36;38,08;83,10;7,44;8,83;0,00;0,60;5,84;6,09;31,59;0,15;27,35
2016;Recept/1000 invånare;Jönköpings län;Båda könen;65­69;364,72;23,85;46,28;81,49;8,60;11,93;0,00;1,24;5,65;8,79;39,39;0,43;32,93
2016;Recept/1000 invånare;Jönköpings län;Båda könen;70­74;434,64;33,34;63,70;80,92;10,76;13,25;0,00;0,72;9,60;6,46;52,88;0,33;41,90
2016;Recept/1000 invånare;Jönköpings län;Båda könen;75­79;504,52;41,38;83,00;77,23;8,18;21,04;0,00;0,70;11,61;3,97;57,43;0,23;55,02
2016;Recept/1000 invånare;Jönköpings län;Båda könen;80­84;539,12;38,64;91,58;73,69;12,28;21,39;0,00;0,85;20,75;5,72;58,23;1,06;66,91
2016;Recept/1000 invånare;Jönköpings län;Båda könen;85+;682,28;37,21;125,85;83,77;10,59;34,35;0,00;1,81;39,88;5,15;68,98;0,19;82,53
2016;Recept/1000 invånare;Jönköpings län;Båda könen;0­85+;287,17;15,45;32,75;87,24;5,88;11,40;0,00;1,26;5,20;7,06;21,22;0,12;21,88
2016;Recept/1000 invånare;Kronobergs län;Båda könen;0­4;346,32;47,07;0,00;201,07;14,11;23,49;0,00;6,79;4,11;9,74;0,27;0,00;5,98
2016;Recept/1000 invånare;Kronobergs län;Båda könen;5­9;245,29;18,58;5,53;143,99;5,01;22,39;0,00;1,99;0,86;5,53;1,12;0,00;6,05
2016;Recept/1000 invånare;Kronobergs län;Båda könen;10­14;159,34;8,00;5,43;84,18;4,51;9,66;0,00;1,01;0,83;6,35;1,10;0,00;3,13
2016;Recept/1000 invånare;Kronobergs län;Båda könen;15­19;265,49;5,91;27,73;86,24;2,76;7,53;0,00;0,48;0,95;11,24;8,10;0,00;13,82
2016;Recept/1000 invånare;Kronobergs län;Båda könen;20­24;221,72;5,78;29,80;69,73;1,73;7,73;0,00;0,83;0,90;7,51;9,38;0,00;14,34
2016;Recept/1000 invånare;Kronobergs län;Båda könen;25­29;233,69;7,76;32,41;75,47;3,36;8,56;0,00;0,80;0,96;6,88;12,40;0,00;13,69
2016;Recept/1000 invånare;Kronobergs län;Båda könen;30­34;239,38;6,36;30,06;82,18;2,72;10,26;0,00;0,91;0,82;5,27;15,89;0,00;13,62
2016;Recept/1000 invånare;Kronobergs län;Båda könen;35­39;241,57;7,68;27,44;82,23;3,53;9,97;0,00;0,97;1,06;4,59;15,35;0,00;13,94
2016;Recept/1000 invånare;Kronobergs län;Båda könen;40­44;219,22;8,76;22,49;73,27;3,37;6,32;0,00;0,42;1,09;4,88;18,28;0,00;9,69
2016;Recept/1000 invånare;Kronobergs län;Båda könen;45­49;238,47;9,06;27,10;68,64;4,17;7,14;0,00;0,48;1,20;4,41;21,25;0,00;14,43
2016;Recept/1000 invånare;Kronobergs län;Båda könen;50­54;276,27;14,24;29,99;69,85;3,03;5,48;0,00;0,84;1,85;3,96;25,02;0,17;24,60
2016;Recept/1000 invånare;Kronobergs län;Båda könen;55­59;300,76;18,76;35,97;69,84;4,83;5,01;0,00;1,27;2,73;9,20;29,32;0,09;20,67
2016;Recept/1000 invånare;Kronobergs län;Båda könen;60­64;340,39;18,44;39,33;80,95;3,42;5,00;0,00;1,14;4,65;6,85;39,86;0,00;30,03
2016;Recept/1000 invånare;Kronobergs län;Båda könen;65­69;387,09;20,64;39,24;83,31;3,81;6,34;0,00;2,62;4,06;9,39;51,59;0,00;32,90
2016;Recept/1000 invånare;Kronobergs län;Båda könen;70­74;475,45;27,07;70,73;82,78;4,05;8,99;0,00;1,38;3,85;7,21;71,13;0,00;40,90
2016;Recept/1000 invånare;Kronobergs län;Båda könen;75­79;504,68;29,61;74,87;77,52;3,77;9,64;0,00;2,65;7,12;4,61;78,64;0,14;59,78
2016;Recept/1000 invånare;Kronobergs län;Båda könen;80­84;513,58;28,28;77,62;63,57;3,88;15,15;0,00;4,81;7,02;8,87;80,02;0,37;47,31
2016;Recept/1000 invånare;Kronobergs län;Båda könen;85+;537,08;25,95;91,75;62,28;3,85;16,57;0,00;4,02;30,47;4,69;66,30;0,00;79,69
2016;Recept/1000 invånare;Kronobergs län;Båda könen;0­85+;300,50;16,00;33,16;87,70;4,21;9,92;0,00;1,67;3,19;6,73;26,23;0,03;21,45
2016;Recept/1000 invånare;Kalmar län;Båda könen;0­4;304,16;37,88;0,16;176,38;8,07;13,75;0,00;8,63;8,63;9,11;0,16;0,00;11,03
2016;Recept/1000 invånare;Kalmar län;Båda könen;5­9;259,69;15,55;7,58;148,28;4,42;14,29;0,00;4,58;4,26;8,45;1,34;0,00;11,13
2016;Recept/1000 invånare;Kalmar län;Båda könen;10­14;136,59;5,55;6,69;66,82;1,88;4,41;0,00;1,96;0,73;4,98;1,14;0,00;4,49
2016;Recept/1000 invånare;Kalmar län;Båda könen;15­19;251,71;5,23;32,43;72,58;1,93;4,91;0,16;0,72;0,80;9,01;5,71;0,00;19,72
2016;Recept/1000 invånare;Kalmar län;Båda könen;20­24;214,35;4,94;30,80;63,11;4,21;4,21;0,00;0,39;0,92;8,82;8,62;0,00;18,10
2016;Recept/1000 invånare;Kalmar län;Båda könen;25­29;224,60;5,31;33,14;69,53;4,67;6,23;0,00;1,27;0,85;6,59;8,71;0,00;16,50
2016;Recept/1000 invånare;Kalmar län;Båda könen;30­34;230,35;8,74;29,01;83,67;4,41;5,80;0,00;0,65;1,72;6,37;8,74;0,00;14,79
2016;Recept/1000 invånare;Kalmar län;Båda könen;35­39;217,79;7,97;24,07;75,67;3,29;4,19;0,00;1,48;1,73;4,85;10,84;0,00;14,38
2016;Recept/1000 invånare;Kalmar län;Båda könen;40­44;214,06;8,44;23,69;68,37;4,18;2,91;0,00;0,43;1,56;4,18;12,48;0,07;13,69
2016;Recept/1000 invånare;Kalmar län;Båda könen;45­49;221,95;8,62;26,81;62,50;4,44;4,05;0,00;0,26;2,31;2,76;15,11;0,00;17,42
2016;Recept/1000 invånare;Kalmar län;Båda könen;50­54;255,36;9,90;29,88;69,60;4,12;3,81;0,00;0,57;2,60;5,77;21,06;0,13;18,72
2016;Recept/1000 invånare;Kalmar län;Båda könen;55­59;276,50;12,55;36,73;72,20;5,18;4,38;0,00;0,46;3,85;4,91;22,58;0,46;19,86
2016;Recept/1000 invånare;Kalmar län;Båda könen;60­64;346,48;17,96;41,09;81,28;6,01;4,79;0,00;0,77;5,56;5,37;33,23;0,19;33,87
2016;Recept/1000 invånare;Kalmar län;Båda könen;65­69;346,58;19,03;47,42;77,98;7,67;5,03;0,00;1,23;4,57;4,04;33,66;0,12;31,67
2016;Recept/1000 invånare;Kalmar län;Båda könen;70­74;448,31;29,83;67,31;88,64;8,97;7,04;0,00;1,46;7,64;5,05;45,32;0,27;44,12
2016;Recept/1000 invånare;Kalmar län;Båda könen;75­79;483,73;33,20;89,58;79,17;8,70;9,93;0,00;2,27;11,45;3,97;55,33;0,38;53,73
2016;Recept/1000 invånare;Kalmar län;Båda könen;80­84;576,08;41,94;109,02;87,19;8,34;14,02;0,00;3,04;17,99;3,84;55,04;0,00;64,04
2016;Recept/1000 invånare;Kalmar län;Båda könen;85+;772,50;41,63;177,82;96,89;9,47;16,86;0,00;2,72;33,07;4,02;67,83;0,00;120,10
2016;Recept/1000 invånare;Kalmar län;Båda könen;0­85+;302,79;15,99;40,18;84,12;5,41;6,65;0,01;1,67;5,04;5,71;20,96;0,10;26,14
2016;Recept/1000 invånare;Gotlands län;Båda könen;0­4;316,45;41,31;0,00;197,56;16,52;8,62;0,00;6,11;6,47;5,39;0,00;0,00;7,90
2016;Recept/1000 invånare;Gotlands län;Båda könen;5­9;270,20;25,50;5,96;157,62;7,95;8,94;0,00;0,33;6,95;5,63;0,00;0,00;9,27
2016;Recept/1000 invånare;Gotlands län;Båda könen;10­14;157,14;7,02;7,37;77,87;3,86;3,86;0,00;0,00;0,70;6,31;2,46;0,00;3,51
2016;Recept/1000 invånare;Gotlands län;Båda könen;15­19;245,55;6,84;25,65;75,58;3,42;3,08;0,00;1,03;1,71;2,74;8,89;0,00;12,31
2016;Recept/1000 invånare;Gotlands län;Båda könen;20­24;223,34;5,44;32,10;70,18;3,81;1,63;0,00;3,54;1,90;7,62;9,25;0,00;16,05
2016;Recept/1000 invånare;Gotlands län;Båda könen;25­29;243,30;8,32;33,26;82,54;4,62;3,39;0,00;1,85;1,85;9,86;12,01;0,00;16,01
2016;Recept/1000 invånare;Gotlands län;Båda könen;30­34;259,98;12,92;33,83;87,42;6,84;4,94;0,00;1,52;3,04;4,56;16,34;0,00;12,92
2016;Recept/1000 invånare;Gotlands län;Båda könen;35­39;251,29;12,08;23,82;83,19;10,36;4,83;0,00;0,69;0,69;5,18;14,84;0,00;13,46
2016;Recept/1000 invånare;Gotlands län;Båda könen;40­44;229,32;10,27;26,24;64,75;4,28;4,56;0,00;0,57;4,56;7,42;14,55;0,00;12,84
2016;Recept/1000 invånare;Gotlands län;Båda könen;45­49;218,48;10,62;25,22;58,40;4,25;1,86;0,00;0,27;4,51;5,57;15,40;0,27;18,32
2016;Recept/1000 invånare;Gotlands län;Båda könen;50­54;272,89;10,51;29,01;69,03;7,75;3,00;0,00;0,50;4,25;6,50;18,26;0,00;15,01
2016;Recept/1000 invånare;Gotlands län;Båda könen;55­59;286,90;20,62;33,95;69,90;2,77;4,53;0,00;0,00;4,02;8,80;19,86;0,00;14,58
2016;Recept/1000 invånare;Gotlands län;Båda könen;60­64;338,41;21,61;39,05;78,59;7,61;1,96;0,00;0,00;11,54;4,67;24,56;0,00;27,01
2016;Recept/1000 invånare;Gotlands län;Båda könen;65­69;377,65;22,35;47,96;69,85;6,29;3,73;0,00;0,93;5,59;6,05;42,84;0,47;27,47
2016;Recept/1000 invånare;Gotlands län;Båda könen;70­74;482,67;41,28;66,42;78,06;12,70;7,14;0,00;0,53;13,76;8,73;45,51;0,00;32,81
2016;Recept/1000 invånare;Gotlands län;Båda könen;75­79;508,76;44,98;74,44;69,27;7,17;2,39;0,00;1,19;22,69;5,57;66,88;0,00;40,21
2016;Recept/1000 invånare;Gotlands län;Båda könen;80­84;681,58;43,58;118,54;71,47;14,53;20,34;0,00;1,16;52,30;5,81;68,56;0,58;68,56
2016;Recept/1000 invånare;Gotlands län;Båda könen;85+;916,38;40,95;178,20;79,58;21,91;10,38;0,00;0,00;112,46;10,96;89,97;0,00;83,04
2016;Recept/1000 invånare;Gotlands län;Båda könen;0­85+;324,25;19,99;39,24;83,93;7,46;4,84;0,00;1,08;10,45;6,52;23,54;0,07;21,38
2016;Recept/1000 invånare;Blekinge län;Båda könen;0­4;303,60;27,16;0,00;185,21;6,91;17,27;0,00;5,60;5,24;8,93;2,38;0,00;8,34
2016;Recept/1000 invånare;Blekinge län;Båda könen;5­9;263,74;14,14;6,06;157,28;6,62;14,47;0,00;2,80;3,48;8,19;1,91;0,00;10,77
2016;Recept/1000 invånare;Blekinge län;Båda könen;10­14;177,98;6,54;5,03;89,75;3,39;8,76;0,35;1,29;1,40;11,34;2,80;0,00;5,49
2016;Recept/1000 invånare;Blekinge län;Båda könen;15­19;237,60;4,84;26,13;72,47;2,54;3,87;0,00;0,85;1,45;15,73;4,84;0,00;17,06
2016;Recept/1000 invånare;Blekinge län;Båda könen;20­24;222,38;8,08;24,45;62,88;3,19;4,59;0,00;0,90;1,40;13,37;12,28;0,00;18,86
2016;Recept/1000 invånare;Blekinge län;Båda könen;25­29;219,21;5,06;23,36;71,60;2,69;6,03;0,00;0,32;0,86;7,97;11,84;0,00;18,84
2016;Recept/1000 invånare;Blekinge län;Båda könen;30­34;232,06;5,14;25,36;79,07;3,47;7,18;0,00;1,08;1,20;7,89;10,29;0,00;19,14
2016;Recept/1000 invånare;Blekinge län;Båda könen;35­39;218,12;7,31;20,34;79,87;3,20;4,00;0,00;0,11;1,60;6,63;9,37;0,00;15,77
2016;Recept/1000 invånare;Blekinge län;Båda könen;40­44;219,01;7,85;17,56;70,56;2,69;3,62;0,00;0,62;1,34;6,92;14,46;0,00;13,84
2016;Recept/1000 invånare;Blekinge län;Båda könen;45­49;228,00;6,38;22,95;66,29;4,67;1,81;0,00;0,29;1,81;10,00;14,95;0,00;16,95
2016;Recept/1000 invånare;Blekinge län;Båda könen;50­54;270,26;9,52;27,76;73,77;5,49;1,96;0,00;0,29;2,65;8,44;21,48;0,00;21,97
2016;Recept/1000 invånare;Blekinge län;Båda könen;55­59;293,60;16,23;28,02;79,94;4,22;3,03;0,00;1,51;3,14;5,41;24,12;0,00;20,99
2016;Recept/1000 invånare;Blekinge län;Båda könen;60­64;325,44;20,75;33,54;80,91;5,66;2,31;0,00;0,42;3,88;7,65;30,60;0,00;25,15
2016;Recept/1000 invånare;Blekinge län;Båda könen;65­69;364,10;23,07;37,91;78,99;7,28;4,79;0,00;0,96;4,21;7,28;37,05;0,38;35,42
2016;Recept/1000 invånare;Blekinge län;Båda könen;70­74;452,15;29,48;54,64;82,01;6,00;4,11;0,00;1,16;7,79;8,42;55,58;0,21;46,74
2016;Recept/1000 invånare;Blekinge län;Båda könen;75­79;482,75;27,59;73,01;79,48;4,17;3,88;0,00;0,29;16,82;12,79;57,20;0,00;56,77
2016;Recept/1000 invånare;Blekinge län;Båda könen;80­84;556,44;34,83;83,93;78,26;6,08;7,34;0,00;2,52;13,22;2,94;67,35;0,00;79,73
2016;Recept/1000 invånare;Blekinge län;Båda könen;85+;668,86;41,44;119,61;81,86;6,98;10,05;0,00;1,44;21,13;6,77;64,63;0,00;112,43
2016;Recept/1000 invånare;Blekinge län;Båda könen;0­85+;300,52;15,07;31,00;86,72;4,67;5,77;0,02;1,18;4,29;8,83;22,28;0,04;26,39
2016;Recept/1000 invånare;Skåne län;Båda könen;0­4;390,75;53,38;0,50;229,38;8,23;20,70;0,00;9,24;7,50;13,81;0,71;0,00;9,20
2016;Recept/1000 invånare;Skåne län;Båda könen;5­9;302,07;20,65;7,24;179,51;4,85;17,50;0,01;4,27;3,83;10,47;0,96;0,00;10,41
2016;Recept/1000 invånare;Skåne län;Båda könen;10­14;167,72;7,59;6,05;86,97;2,74;7,14;0,00;1,70;0,83;7,52;1,33;0,00;4,76
2016;Recept/1000 invånare;Skåne län;Båda könen;15­19;259,71;7,88;24,74;80,46;2,41;6,45;0,00;1,35;1,13;10,69;5,84;0,01;18,39
2016;Recept/1000 invånare;Skåne län;Båda könen;20­24;242,63;7,39;30,26;68,91;2,41;8,59;0,09;0,63;0,96;11,16;10,40;0,09;22,89
2016;Recept/1000 invånare;Skåne län;Båda könen;25­29;239,45;7,57;30,03;73,21;2,74;9,16;0,02;1,10;1,49;9,26;10,30;0,05;22,74
2016;Recept/1000 invånare;Skåne län;Båda könen;30­34;253,29;10,39;27,94;86,32;3,81;10,47;0,00;1,07;1,14;9,11;11,26;0,02;22,40
2016;Recept/1000 invånare;Skåne län;Båda könen;35­39;268,51;11,06;26,45;91,95;3,36;9,92;0,00;0,88;1,67;9,13;12,53;0,00;22,66
2016;Recept/1000 invånare;Skåne län;Båda könen;40­44;258,54;12,82;25,24;84,68;3,94;7,46;0,00;0,84;1,36;8,54;14,22;0,03;19,70
2016;Recept/1000 invånare;Skåne län;Båda könen;45­49;261,06;13,46;26,00;72,11;3,68;6,66;0,00;0,94;2,30;9,02;17,88;0,11;21,52
2016;Recept/1000 invånare;Skåne län;Båda könen;50­54;301,90;17,26;30,60;79,44;4,26;7,30;0,00;1,18;2,26;8,40;23,35;0,20;26,32
2016;Recept/1000 invånare;Skåne län;Båda könen;55­59;340,54;22,41;34,20;86,79;5,33;7,02;0,00;1,18;4,14;9,79;27,79;0,31;29,20
2016;Recept/1000 invånare;Skåne län;Båda könen;60­64;385,78;27,24;38,62;92,11;5,97;8,02;0,01;1,75;4,06;10,11;37,02;0,46;32,73
2016;Recept/1000 invånare;Skåne län;Båda könen;65­69;432,84;29,86;46,99;92,89;6,79;9,24;0,00;1,88;5,54;11,13;44,70;0,58;41,38
2016;Recept/1000 invånare;Skåne län;Båda könen;70­74;520,56;39,08;63,01;92,37;8,14;11,61;0,00;2,78;8,63;9,47;60,15;0,44;54,91
2016;Recept/1000 invånare;Skåne län;Båda könen;75­79;596,18;43,62;83,79;91,48;8,19;15,02;0,00;2,66;11,66;9,42;68,97;0,29;78,04
2016;Recept/1000 invånare;Skåne län;Båda könen;80­84;620,42;42,32;101,84;81,99;8,02;20,86;0,00;2,93;12,97;7,38;70,41;0,47;85,99
2016;Recept/1000 invånare;Skåne län;Båda könen;85+;715,64;40,67;126,83;86,36;7,46;26,04;0,00;2,85;29,84;5,67;67,03;0,17;114,70
2016;Recept/1000 invånare;Skåne län;Båda könen;0­85+;333,29;20,79;33,92;98,44;4,80;10,71;0,01;2,09;4,28;9,65;22,27;0,16;29,44
2016;Recept/1000 invånare;Hallands län;Båda könen;0­4;307,55;33,82;0,06;172,01;16,47;19,28;0,00;11,27;5,97;8,95;1,38;0,00;6,13
2016;Recept/1000 invånare;Hallands län;Båda könen;5­9;237,37;14,07;8,26;136,05;6,12;13,82;0,00;3,77;3,93;9,23;0,76;0,00;4,64
2016;Recept/1000 invånare;Hallands län;Båda könen;10­14;152,87;4,87;6,60;74,24;2,97;5,46;0,00;1,35;0,87;7,84;2,16;0,00;2,65
2016;Recept/1000 invånare;Hallands län;Båda könen;15­19;270,33;4,10;28,59;76,35;3,93;4,33;0,00;1,50;1,39;10,05;7,28;0,00;16,92
2016;Recept/1000 invånare;Hallands län;Båda könen;20­24;237,38;4,12;35,95;62,80;3,10;4,32;0,00;0,61;1,47;8,09;10,53;0,05;21,26
2016;Recept/1000 invånare;Hallands län;Båda könen;25­29;236,04;4,61;31,45;65,56;4,83;5,04;0,00;0,43;1,57;7,21;11,60;0,05;19,41
2016;Recept/1000 invånare;Hallands län;Båda könen;30­34;231,32;6,53;26,91;79,84;4,51;5,52;0,00;0,24;1,37;7,66;9,92;0,00;16,81
2016;Recept/1000 invånare;Hallands län;Båda könen;35­39;240,52;7,60;27,12;82,03;3,77;4,50;0,00;0,39;1,24;7,76;11,48;0,23;16,15
2016;Recept/1000 invånare;Hallands län;Båda könen;40­44;227,66;7,62;24,07;66,61;3,14;3,91;0,00;0,05;1,83;7,28;13,12;0,00;16,35
2016;Recept/1000 invånare;Hallands län;Båda könen;45­49;235,07;8,26;24,47;57,30;3,31;3,40;0,00;0,37;2,30;7,25;19,93;0,05;18,41
2016;Recept/1000 invånare;Hallands län;Båda könen;50­54;262,28;10,10;29,12;64,25;4,72;3,62;0,00;0,10;2,96;7,48;23,21;0,10;21,30
2016;Recept/1000 invånare;Hallands län;Båda könen;55­59;298,53;12,72;33,10;69,64;4,74;3,49;0,00;0,21;4,43;8,18;27,11;0,36;25,28
2016;Recept/1000 invånare;Hallands län;Båda könen;60­64;332,36;16,19;38,79;71,17;5,40;4,10;0,00;0,76;3,51;5,88;35,50;0,22;32,16
2016;Recept/1000 invånare;Hallands län;Båda könen;65­69;376,41;20,72;47,25;80,69;5,86;3,48;0,00;0,75;5,12;6,36;43,18;0,30;37,11
2016;Recept/1000 invånare;Hallands län;Båda könen;70­74;476,53;29,97;70,22;80,10;6,02;4,77;0,11;0,91;7,21;7,44;58,47;0,17;52,80
2016;Recept/1000 invånare;Hallands län;Båda könen;75­79;517,37;32,84;88,70;78,14;5,45;6,11;0,00;0,58;10,31;5,86;61,14;0,17;59,74
2016;Recept/1000 invånare;Hallands län;Båda könen;80­84;594,00;33,55;111,07;75,51;4,86;8,30;0,00;1,19;20,86;3,67;78,35;0,00;84,87
2016;Recept/1000 invånare;Hallands län;Båda könen;85+;666,19;31,97;132,62;82,96;6,42;8,63;0,00;1,77;29,97;3,43;70,68;0,00;92,36
2016;Recept/1000 invånare;Hallands län;Båda könen;0­85+;303,14;14,20;36,21;81,72;5,24;6,03;0,01;1,44;4,54;7,45;23,22;0,10;25,76
2016;Recept/1000 invånare;Västra Götalands län;Båda könen;0­4;344,91;38,47;0,15;210,13;8,20;17,49;0,00;8,02;8,02;14,42;1,22;0,00;5,44
2016;Recept/1000 invånare;Västra Götalands län;Båda könen;5­9;266,34;15,35;5,12;159,79;5,90;13,75;0,00;3,97;5,34;10,62;1,16;0,00;7,11
2016;Recept/1000 invånare;Västra Götalands län;Båda könen;10­14;155,56;5,08;4,86;81,70;3,29;6,72;0,00;1,28;1,04;8,29;1,22;0,01;4,10
2016;Recept/1000 invånare;Västra Götalands län;Båda könen;15­19;247,29;5,76;23,96;81,65;2,84;5,90;0,00;0,86;1,45;11,13;5,54;0,02;17,92
2016;Recept/1000 invånare;Västra Götalands län;Båda könen;20­24;235,38;4,52;28,23;70,64;2,28;6,51;0,00;0,55;1,41;8,81;9,43;0,03;22,65
2016;Recept/1000 invånare;Västra Götalands län;Båda könen;25­29;229,71;6,56;28,15;70,18;2,17;7,69;0,00;0,70;1,68;8,19;9,55;0,03;21,55
2016;Recept/1000 invånare;Västra Götalands län;Båda könen;30­34;240,40;8,01;26,72;82,66;3,17;9,05;0,00;0,52;1,63;8,01;10,41;0,07;20,36
2016;Recept/1000 invånare;Västra Götalands län;Båda könen;35­39;244,48;9,06;23,75;85,12;3,26;7,56;0,00;0,53;1,60;9,16;11,96;0,08;19,29
2016;Recept/1000 invånare;Västra Götalands län;Båda könen;40­44;237,87;9,00;21,85;75,80;2,92;5,34;0,00;0,59;2,10;8,08;13,73;0,06;19,65
2016;Recept/1000 invånare;Västra Götalands län;Båda könen;45­49;240,90;10,25;22,76;67,94;3,36;5,01;0,00;0,52;2,54;8,81;16,08;0,23;20,55
2016;Recept/1000 invånare;Västra Götalands län;Båda könen;50­54;273,48;12,80;27,12;71,32;3,77;5,88;0,00;0,80;2,99;8,60;21,07;0,31;24,01
2016;Recept/1000 invånare;Västra Götalands län;Båda könen;55­59;297,08;15,87;29,36;76,98;4,27;5,02;0,00;0,83;3,80;9,49;24,34;0,28;26,87
2016;Recept/1000 invånare;Västra Götalands län;Båda könen;60­64;346,67;20,68;33,69;82,68;5,09;5,59;0,00;0,81;6,29;10,46;31,95;0,29;31,14
2016;Recept/1000 invånare;Västra Götalands län;Båda könen;65­69;373,78;23,34;40,43;82,25;4,95;6,93;0,00;0,98;5,94;9,63;38,56;0,34;37,45
2016;Recept/1000 invånare;Västra Götalands län;Båda könen;70­74;453,16;29,36;55,90;87,61;6,15;9,00;0,02;1,36;11,09;10,99;45,99;0,37;47,07
2016;Recept/1000 invånare;Västra Götalands län;Båda könen;75­79;504,02;31,68;70,84;79,94;5,26;10,59;0,00;1,16;13,43;9,63;54,74;0,30;64,98
2016;Recept/1000 invånare;Västra Götalands län;Båda könen;80­84;534,31;32,26;87,45;72,24;5,46;10,80;0,00;1,40;22,32;6,67;55,09;0,47;80,36
2016;Recept/1000 invånare;Västra Götalands län;Båda könen;85+;593,17;25,86;93,79;67,19;4,18;15,89;0,00;1,42;42,86;8,27;51,51;0,28;100,27
2016;Recept/1000 invånare;Västra Götalands län;Båda könen;0­85+;298,21;15,24;29,53;90,14;4,11;8,17;0,00;1,44;5,46;9,46;18,94;0,15;26,45
2016;Recept/1000 invånare;Värmlands län;Båda könen;0­4;284,92;17,27;0,07;185,71;13,33;7,19;0,00;6,15;8,22;9,33;0,55;0,00;4,28
2016;Recept/1000 invånare;Värmlands län;Båda könen;5­9;241,88;8,01;4,93;157,03;10,27;7,12;0,00;3,29;5,48;7,46;1,03;0,00;5,68
