År;Mått;Region;Kön;Ålder;Antibiotika;J01CA04 Amoxicillin;J01CA08 Pivmecillinam;J01CE02 Fenoximetylpenicillin;J01CR02 Amoxicillin och betalaktamashämmare;J01DB Cefalosporiner, första generationen;J01DC Cefalosporiner, andra generationen;J01DD Cefalosporiner, tredje generationen;J01EA01 Trimetoprim;J01FA Makrolider;J01MA02 Ciprofloxacin;J01MA06 Norfloxacin;J01XE01 Nitrofurantoin
2016;Recept/1000 invånare;Värmlands län;Båda könen;10­14;146,83;3,16;4,17;74,49;4,17;3,95;0,00;1,65;1,87;6,90;3,23;0,00;3,81
2016;Recept/1000 invånare;Värmlands län;Båda könen;15­19;251,44;3,92;28,39;80,77;4,06;3,58;0,00;0,88;2,84;9,94;7,16;0,00;14,73
2016;Recept/1000 invånare;Värmlands län;Båda könen;20­24;226,32;6,32;31,04;67,20;4,16;3,35;0,00;0,38;3,18;12,25;8,53;0,00;18,03
2016;Recept/1000 invånare;Värmlands län;Båda könen;25­29;224,73;5,26;33,35;69,41;3,31;5,85;0,00;0,24;3,13;11,59;10,76;0,00;17,15
2016;Recept/1000 invånare;Värmlands län;Båda könen;30­34;227,22;5,37;31,10;83,82;4,06;4,47;0,00;0,21;2,13;5,57;11,15;0,00;16,93
2016;Recept/1000 invånare;Värmlands län;Båda könen;35­39;231,09;7,45;26,12;80,09;4,18;3,62;0,00;0,14;2,99;9,19;11,35;0,00;14,97
2016;Recept/1000 invånare;Värmlands län;Båda könen;40­44;206,21;7,23;24,23;64,87;4,27;2,55;0,00;0,12;2,96;6,10;11,61;0,06;14,04
2016;Recept/1000 invånare;Värmlands län;Båda könen;45­49;212,67;8,55;23,05;58,14;4,74;2,02;0,00;0,16;3,71;3,81;14,66;0,00;14,88
2016;Recept/1000 invånare;Värmlands län;Båda könen;50­54;235,68;8,88;29,39;62,55;5,54;2,80;0,00;0,22;4,52;4,84;17,93;0,00;17,33
2016;Recept/1000 invånare;Värmlands län;Båda könen;55­59;260,63;9,63;30,60;71,86;6,18;3,51;0,00;0,06;6,01;4,93;21,65;0,06;18,93
2016;Recept/1000 invånare;Värmlands län;Båda könen;60­64;303,84;12,86;37,96;74,79;6,60;4,40;0,00;0,11;6,66;5,53;25,89;0,28;22,73
2016;Recept/1000 invånare;Värmlands län;Båda könen;65­69;334,13;16,80;45,55;72,39;5,87;3,06;0,00;0,79;9,62;6,45;33,40;0,11;31,65
2016;Recept/1000 invånare;Värmlands län;Båda könen;70­74;422,40;24,40;67,41;78,03;9,03;3,78;0,00;0,67;14,70;3,72;43,74;0,00;38,62
2016;Recept/1000 invånare;Värmlands län;Båda könen;75­79;494,21;27,73;88,85;79,15;9,10;6,70;0,00;1,29;17,51;4,55;49,10;0,69;57,34
2016;Recept/1000 invånare;Värmlands län;Båda könen;80­84;577,78;32,73;120,42;76,86;7,61;9,10;0,00;0,58;25,58;5,19;61,19;0,00;76,28
2016;Recept/1000 invånare;Värmlands län;Båda könen;85+;735,84;28,15;173,91;82,54;9,83;7,15;0,00;1,12;53,61;4,02;62,44;0,00;94,61
2016;Recept/1000 invånare;Värmlands län;Båda könen;0­85+;291,36;11,88;38,83;82,98;6,23;4,37;0,00;0,93;8,00;6,84;19,89;0,06;23,48
2016;Recept/1000 invånare;Örebro län;Båda könen;0­4;333,12;48,07;0,12;195,09;17,36;9,18;0,00;6,82;7,53;8,41;0,29;0,00;4,71
2016;Recept/1000 invånare;Örebro län;Båda könen;5­9;241,45;16,33;4,57;142,74;9,78;6,21;0,00;2,46;5,74;5,44;0,76;0,00;5,74
2016;Recept/1000 invånare;Örebro län;Båda könen;10­14;139,24;6,52;4,92;70,01;3,90;2,75;0,00;0,96;1,15;5,43;1,98;0,00;4,28
2016;Recept/1000 invånare;Örebro län;Båda könen;15­19;240,81;8,68;24,64;68,58;5,28;1,94;0,00;0,55;2,06;6,31;4,79;0,00;19,30
2016;Recept/1000 invånare;Örebro län;Båda könen;20­24;247,34;8,79;31,51;69,65;4,47;2,85;0,00;1,03;1,96;8,39;9,77;0,00;24,54
2016;Recept/1000 invånare;Örebro län;Båda könen;25­29;231,47;9,16;29,55;66,65;5,07;4,30;0,00;1,29;1,91;8,28;12,42;0,00;18,84
2016;Recept/1000 invånare;Örebro län;Båda könen;30­34;236,92;11,41;25,61;80,99;5,56;4,23;0,00;0,85;1,21;7,13;11,17;0,00;15,70
2016;Recept/1000 invånare;Örebro län;Båda könen;35­39;234,66;9,31;23,75;75,14;5,49;5,25;0,00;0,60;1,43;7,58;14,74;0,00;14,92
2016;Recept/1000 invånare;Örebro län;Båda könen;40­44;231,75;11,36;21,57;66,24;6,60;3,46;0,00;0,59;1,30;5,52;17,36;0,05;16,87
2016;Recept/1000 invånare;Örebro län;Båda könen;45­49;243,96;11,87;24,67;58,56;6,19;2,34;0,00;1,04;2,24;7,39;17,75;0,10;20,30
2016;Recept/1000 invånare;Örebro län;Båda könen;50­54;275,77;15,12;27,12;61,94;9,47;1,40;0,00;1,40;4,14;7,37;25,83;0,11;22,71
2016;Recept/1000 invånare;Örebro län;Båda könen;55­59;288,04;17,16;31,82;66,55;8,43;1,66;0,00;0,42;4,51;7,12;30,04;0,06;21,96
2016;Recept/1000 invånare;Örebro län;Båda könen;60­64;342,28;22,71;37,42;63,37;10,89;2,53;0,00;1,12;7,24;9,18;38,13;0,47;31,77
2016;Recept/1000 invånare;Örebro län;Båda könen;65­69;355,38;25,69;42,44;61,44;10,60;1,50;0,00;1,39;8,08;6,90;43,41;0,37;29,12
2016;Recept/1000 invånare;Örebro län;Båda könen;70­74;443,53;31,34;61,95;64,00;12,05;1,81;0,00;1,93;12,47;5,97;56,65;0,12;42,73
2016;Recept/1000 invånare;Örebro län;Båda könen;75­79;508,30;30,52;79,68;69,53;13,19;4,70;0,00;0,55;13,46;6,64;66,58;0,09;54,50
2016;Recept/1000 invånare;Örebro län;Båda könen;80­84;533,92;35,76;96,53;61,59;9,25;1,77;0,00;2,45;12,92;10,20;70,43;0,00;56,97
2016;Recept/1000 invånare;Örebro län;Båda könen;85+;583,80;26,88;91,62;48,99;13,93;4,52;0,00;1,95;32,74;7,82;75,01;0,12;63,40
2016;Recept/1000 invånare;Örebro län;Båda könen;0­85+;296,50;18,04;31,93;78,36;8,42;3,44;0,00;1,49;5,53;7,21;23,71;0,09;23,21
2016;Recept/1000 invånare;Västmanlands län;Båda könen;0­4;369,78;36,45;0,00;240,72;5,73;14,24;0,00;7,65;9,36;13,45;0,73;0,00;4,61
2016;Recept/1000 invånare;Västmanlands län;Båda könen;5­9;298,61;16,84;4,67;187,71;4,60;15,32;0,00;6,05;6,77;9,34;1,38;0,00;5,46
2016;Recept/1000 invånare;Västmanlands län;Båda könen;10­14;165,04;5,37;5,92;84,31;2,62;4,96;0,00;1,86;1,03;7,30;1,72;0,00;3,79
2016;Recept/1000 invånare;Västmanlands län;Båda könen;15­19;258,22;6,20;23,20;78,53;1,81;4,11;0,00;0,49;1,60;8,78;6,83;0,07;16,10
2016;Recept/1000 invånare;Västmanlands län;Båda könen;20­24;236,64;4,32;28,89;67,23;2,74;4,90;0,00;0,18;1,69;11,15;11,50;0,00;18,97
2016;Recept/1000 invånare;Västmanlands län;Båda könen;25­29;245,53;5,39;32,18;76,14;3,34;4,98;0,00;1,00;1,17;6,51;11,31;0,00;18,87
2016;Recept/1000 invånare;Västmanlands län;Båda könen;30­34;276,58;7,22;31,14;96,19;4,24;6,62;0,00;0,66;2,98;5,63;14,38;0,00;22,33
2016;Recept/1000 invånare;Västmanlands län;Båda könen;35­39;251,51;7,96;25,48;84,95;4,35;5,89;0,00;0,67;1,27;6,69;14,25;0,00;16,79
2016;Recept/1000 invånare;Västmanlands län;Båda könen;40­44;254,35;8,64;25,91;77,29;4,65;6,76;0,00;0,42;1,45;6,52;18,60;0,42;16,24
2016;Recept/1000 invånare;Västmanlands län;Båda könen;45­49;252,22;10,36;26,65;71,64;3,71;2,94;0,00;0,94;3,38;5,93;18,12;0,06;18,56
2016;Recept/1000 invånare;Västmanlands län;Båda könen;50­54;269,00;13,43;27,98;73,45;5,18;4,07;0,00;0,84;2,17;6,85;21,57;0,11;22,63
2016;Recept/1000 invånare;Västmanlands län;Båda könen;55­59;313,45;15,04;32,98;78,68;4,95;3,41;0,00;0,39;2,25;6,11;29,06;0,19;24,75
2016;Recept/1000 invånare;Västmanlands län;Båda könen;60­64;337,78;21,73;36,51;78,99;6,89;4,20;0,00;0,85;3,15;6,50;33,82;0,26;28,17
2016;Recept/1000 invånare;Västmanlands län;Båda könen;65­69;365,21;20,94;40,65;73,11;6,14;5,56;0,00;1,35;4,33;5,50;46,91;0,18;30,24
2016;Recept/1000 invånare;Västmanlands län;Båda könen;70­74;454,70;26,97;60,76;77,89;5,75;6,89;0,00;2,21;8,36;6,02;68,39;0,20;43,56
2016;Recept/1000 invånare;Västmanlands län;Båda könen;75­79;518,77;32,42;81,99;73,36;5,97;8,82;0,00;1,52;10,52;5,21;79,62;0,19;58,29
2016;Recept/1000 invånare;Västmanlands län;Båda könen;80­84;586,60;34,14;103,81;74,29;6,16;11,75;0,00;1,26;15,95;2,94;88,14;0,14;74,99
2016;Recept/1000 invånare;Västmanlands län;Båda könen;85+;763,91;34,62;153,25;80,12;7,13;13,09;0,00;3,50;39,41;3,76;102,94;0,00;95,29
2016;Recept/1000 invånare;Västmanlands län;Båda könen;0­85+;320,27;15,59;35,03;93,41;4,64;6,69;0,00;1,70;5,04;7,14;26,68;0,10;24,79
2016;Recept/1000 invånare;Dalarnas län;Båda könen;0­4;253,27;25,05;0,13;144,48;15,07;10,84;0,00;5,22;5,49;7,47;0,13;0,00;6,28
2016;Recept/1000 invånare;Dalarnas län;Båda könen;5­9;195,14;10,39;5,07;112,54;5,77;5,45;0,00;3,40;4,87;6,03;0,77;0,00;7,05
2016;Recept/1000 invånare;Dalarnas län;Båda könen;10­14;118,95;4,43;5,02;56,40;4,89;3,43;0,00;1,39;1,59;5,22;0,79;0,00;3,83
2016;Recept/1000 invånare;Dalarnas län;Båda könen;15­19;214,95;5,67;22,63;62,61;3,03;3,63;0,00;1,19;0,99;7,46;5,54;0,00;18,67
2016;Recept/1000 invånare;Dalarnas län;Båda könen;20­24;203,32;4,63;26,50;52,34;3,21;3,68;0,00;1,31;1,60;8,85;8,26;0,00;19,61
2016;Recept/1000 invånare;Dalarnas län;Båda könen;25­29;206,98;6,20;25,94;57,20;3,78;5,61;0,00;0,59;1,36;7,27;9,51;0,00;17,19
2016;Recept/1000 invånare;Dalarnas län;Båda könen;30­34;206,66;7,80;21,84;64,16;5,97;5,29;0,00;0,34;1,36;5,77;8,82;0,00;16,55
2016;Recept/1000 invånare;Dalarnas län;Båda könen;35­39;199,99;8,05;20,89;60,04;3,79;4,53;0,00;0,34;1,01;6,42;9,13;0,00;15,21
2016;Recept/1000 invånare;Dalarnas län;Båda könen;40­44;199,72;7,02;20,63;54,52;4,38;2,10;0,00;0,30;1,74;6,36;13,49;0,00;15,95
2016;Recept/1000 invånare;Dalarnas län;Båda könen;45­49;205,12;7,92;21,98;48,05;3,65;2,10;0,00;0,00;2,99;7,58;14,23;0,11;18,60
2016;Recept/1000 invånare;Dalarnas län;Båda könen;50­54;222,99;11,10;25,19;50,80;5,31;2,55;0,00;0,38;3,47;5,85;17,87;0,05;18,42
2016;Recept/1000 invånare;Dalarnas län;Båda könen;55­59;251,04;12,76;26,18;51,92;5,82;4,10;0,00;0,72;2,22;7,54;21,24;0,33;22,74
2016;Recept/1000 invånare;Dalarnas län;Båda könen;60­64;301,69;17,44;31,86;55,86;8,99;4,14;0,00;0,38;5,06;7,64;30,84;0,16;29,11
2016;Recept/1000 invånare;Dalarnas län;Båda könen;65­69;313,53;21,51;37,35;56,22;7,28;4,99;0,00;1,37;6,21;5,62;35,89;0,24;32,32
2016;Recept/1000 invånare;Dalarnas län;Båda könen;70­74;394,92;26,84;53,27;53,73;8,66;5,05;0,00;0,75;9,52;6,48;48,91;0,06;45,01
2016;Recept/1000 invånare;Dalarnas län;Båda könen;75­79;462,94;33,84;66,38;63,37;11,36;7,58;0,00;1,55;12,23;5,34;58,29;0,09;55,45
2016;Recept/1000 invånare;Dalarnas län;Båda könen;80­84;528,30;37,08;93,92;57,31;10,88;10,41;0,00;2,22;19,42;6,20;65,61;0,00;70,76
2016;Recept/1000 invånare;Dalarnas län;Båda könen;85+;660,15;33,00;132,69;60,35;7,57;16,61;0,00;1,92;42,16;4,29;76,06;0,00;104,43
2016;Recept/1000 invånare;Dalarnas län;Båda könen;0­85+;267,53;14,38;31,05;63,92;6,41;5,13;0,00;1,21;5,47;6,62;21,14;0,07;25,44
2016;Recept/1000 invånare;Gävleborgs län;Båda könen;0­4;284,81;30,31;0,20;176,20;10,79;9,52;0,00;4,83;5,50;10,33;0,34;0,00;5,43
2016;Recept/1000 invånare;Gävleborgs län;Båda könen;5­9;195,45;11,34;6,02;115,57;4,53;5,83;0,00;2,46;4,53;7,32;0,52;0,00;5,51
2016;Recept/1000 invånare;Gävleborgs län;Båda könen;10­14;128,07;4,73;6,44;64,04;2,82;2,36;0,00;1,51;0,99;7,82;1,51;0,00;4,01
2016;Recept/1000 invånare;Gävleborgs län;Båda könen;15­19;214,71;5,92;24,27;62,43;1,97;4,01;0,00;0,86;2,10;7,50;8,03;0,00;14,47
2016;Recept/1000 invånare;Gävleborgs län;Båda könen;20­24;206,92;5,18;31,63;59,20;3,26;2,98;0,00;0,96;0,96;7,54;8,78;0,00;19,36
2016;Recept/1000 invånare;Gävleborgs län;Båda könen;25­29;214,28;5,23;35,59;61,75;2,62;4,59;0,00;1,51;2,44;6,92;11,86;0,06;16,40
2016;Recept/1000 invånare;Gävleborgs län;Båda könen;30­34;222,69;7,04;33,49;67,40;3,08;5,81;0,00;0,68;1,44;6,15;10,18;0,07;17,57
2016;Recept/1000 invånare;Gävleborgs län;Båda könen;35­39;212,54;6,50;28,69;64,99;2,90;3,53;0,00;0,35;1,11;7,05;10,99;0,00;17,42
2016;Recept/1000 invånare;Gävleborgs län;Båda könen;40­44;189,50;6,76;21,88;55,30;3,92;3,13;0,00;0,23;1,31;5,00;12,96;0,23;14,27
2016;Recept/1000 invånare;Gävleborgs län;Båda könen;45­49;201,32;7,29;24,91;48,28;3,67;2,98;0,00;0,43;2,13;6,07;15,65;0,16;15,76
2016;Recept/1000 invånare;Gävleborgs län;Båda könen;50­54;251,39;11,90;27,66;54,21;5,50;3,07;0,00;0,48;3,65;5,61;24,65;0,00;17,35
2016;Recept/1000 invånare;Gävleborgs län;Båda könen;55­59;254,37;12,54;29,76;55,35;5,34;3,43;0,00;0,56;2,59;5,79;25,54;0,23;18,28
2016;Recept/1000 invånare;Gävleborgs län;Båda könen;60­64;290,20;15,75;35,61;57,19;4,88;3,77;0,00;0,67;3,05;4,77;31,06;0,28;25,29
2016;Recept/1000 invånare;Gävleborgs län;Båda könen;65­69;310,96;19,78;42,66;53,52;5,83;4,98;0,00;0,55;4,83;5,23;35,03;0,35;24,87
2016;Recept/1000 invånare;Gävleborgs län;Båda könen;70­74;399,85;24,41;59,28;58,59;7,32;6,00;0,00;1,26;8,12;4,57;58,93;0,40;38,01
2016;Recept/1000 invånare;Gävleborgs län;Båda könen;75­79;477,96;29,19;78,96;56,40;7,66;8,70;0,00;1,81;9,30;4,82;72,41;0,43;51,15
2016;Recept/1000 invånare;Gävleborgs län;Båda könen;80­84;533,42;32,06;98,07;52,41;8,28;9,46;0,00;2,01;20,23;4,14;74,53;0,24;60,45
2016;Recept/1000 invånare;Gävleborgs län;Båda könen;85+;618,29;28,47;118,72;56,69;12,11;14,78;0,00;2,18;20,47;3,76;86,01;0,48;86,74
2016;Recept/1000 invånare;Gävleborgs län;Båda könen;0­85+;270,37;13,57;34,80;67,28;5,05;4,98;0,00;1,19;4,31;6,21;23,93;0,15;22,08
2016;Recept/1000 invånare;Västernorrlands län;Båda könen;0­4;300,46;26,95;0,16;187,06;9,88;8,38;0,00;4,27;9,96;13,12;0,47;0,00;6,24
2016;Recept/1000 invånare;Västernorrlands län;Båda könen;5­9;227,81;11,46;5,91;137,01;6,57;7,81;0,00;2,85;6,64;5,40;1,02;0,00;5,04
2016;Recept/1000 invånare;Västernorrlands län;Båda könen;10­14;134,93;4,01;4,60;75,82;3,42;3,79;0,00;1,19;0,97;4,83;1,04;0,00;2,01
2016;Recept/1000 invånare;Västernorrlands län;Båda könen;15­19;235,88;4,60;22,51;74,24;2,03;3,43;0,00;0,70;2,73;6,93;6,00;0,00;13,63
2016;Recept/1000 invånare;Västernorrlands län;Båda könen;20­24;237,24;5,23;26,97;65,09;3,16;6,05;0,00;0,83;3,30;9,15;9,84;0,14;18,03
2016;Recept/1000 invånare;Västernorrlands län;Båda könen;25­29;233,42;6,72;31,23;70,08;2,45;8,40;0,00;0,84;1,89;7,35;10,64;0,14;17,08
2016;Recept/1000 invånare;Västernorrlands län;Båda könen;30­34;235,97;6,50;25,84;79,46;3,05;8,69;0,00;1,17;2,51;5,32;11,12;0,23;13,94
2016;Recept/1000 invånare;Västernorrlands län;Båda könen;35­39;221,32;8,58;24,33;71,28;3,21;5,08;0,00;0,67;2,31;6,64;14,93;0,15;13,66
2016;Recept/1000 invånare;Västernorrlands län;Båda könen;40­44;211,38;6,50;21,68;61,99;3,38;3,91;0,07;0,93;2,72;5,24;12,86;0,00;13,99
2016;Recept/1000 invånare;Västernorrlands län;Båda könen;45­49;207,18;8,42;22,17;50,87;3,82;5,15;0,00;0,85;2,73;3,57;16,90;0,00;15,81
2016;Recept/1000 invånare;Västernorrlands län;Båda könen;50­54;244,11;10,40;24,08;58,11;4,73;3,66;0,00;0,50;4,60;4,47;21,37;0,13;19,92
2016;Recept/1000 invånare;Västernorrlands län;Båda könen;55­59;256,34;13,67;27,08;58,20;4,68;2,82;0,00;0,45;4,36;5,07;24,64;0,38;17,84
2016;Recept/1000 invånare;Västernorrlands län;Båda könen;60­64;298,15;17,47;34,25;62,02;4,64;3,24;0,00;0,76;9,72;6,55;30,95;0,57;21,99
2016;Recept/1000 invånare;Västernorrlands län;Båda könen;65­69;323,99;20,73;40,36;54,55;5,72;3,85;0,00;0,70;7,42;5,96;40,24;0,18;28,85
2016;Recept/1000 invånare;Västernorrlands län;Båda könen;70­74;400,07;27,10;54,13;58,01;8,63;4,68;0,00;0,94;13,05;4,68;53,06;0,13;40,41
2016;Recept/1000 invånare;Västernorrlands län;Båda könen;75­79;485,47;31,32;83,40;63,21;5,94;6,60;0,00;0,75;18,77;3,30;60,38;0,00;57,36
2016;Recept/1000 invånare;Västernorrlands län;Båda könen;80­84;550,97;32,05;111,30;63,70;8,18;7,38;0,00;0,53;25,06;3,82;69,23;0,66;73,59
2016;Recept/1000 invånare;Västernorrlands län;Båda könen;85+;747,72;32,12;175,02;72,00;7,20;9,14;0,00;1,52;57,32;2,77;80,45;0,00;118,67
2016;Recept/1000 invånare;Västernorrlands län;Båda könen;0­85+;286,79;14,10;34,67;74,58;4,88;5,41;0,00;1,11;7,82;5,89;23,20;0,15;23,58
2016;Recept/1000 invånare;Jämtlands län;Båda könen;0­4;208,45;22,80;0,15;121,03;5,12;10,23;0,00;5,55;7,02;6,72;0,58;0,00;4,97
2016;Recept/1000 invånare;Jämtlands län;Båda könen;5­9;161,54;6,09;1,80;94,82;1,94;13,15;0,00;3,05;4,29;3,05;0,55;0,00;5,54
2016;Recept/1000 invånare;Jämtlands län;Båda könen;10­14;98,04;2,19;2,93;58,68;0,59;2,19;0,00;1,32;0,44;4,54;0,15;0,00;1,32
2016;Recept/1000 invånare;Jämtlands län;Båda könen;15­19;195,25;4,66;22,21;63,37;2,17;4,82;0,00;0,31;1,24;8,23;4,66;0,00;13,05
2016;Recept/1000 invånare;Jämtlands län;Båda könen;20­24;213,24;3,81;32,61;60,91;2,95;5,29;0,00;0,49;1,97;9,11;7,14;0,00;20,06
2016;Recept/1000 invånare;Jämtlands län;Båda könen;25­29;192,01;5,51;29,31;54,23;2,76;7,89;0,00;0,25;2,51;7,01;9,64;0,13;13,28
2016;Recept/1000 invånare;Jämtlands län;Båda könen;30­34;201,13;3,92;26,99;60,80;1,89;11,75;0,00;0,44;2,18;7,55;11,75;0,00;12,19
2016;Recept/1000 invånare;Jämtlands län;Båda könen;35­39;186,64;5,43;17,77;60,35;3,08;7,64;0,00;0,00;2,64;7,34;14,68;0,00;10,87
2016;Recept/1000 invånare;Jämtlands län;Båda könen;40­44;184,35;7,21;20,36;55,25;3,41;5,06;0,00;0,25;1,90;4,17;13,91;0,00;13,40
2016;Recept/1000 invånare;Jämtlands län;Båda könen;45­49;203,60;6,90;25,63;59,77;3,70;4,56;0,00;0,12;3,70;8,01;14,91;0,12;16,51
2016;Recept/1000 invånare;Jämtlands län;Båda könen;50­54;210,89;6,84;24,35;53,14;2,52;4,68;0,00;0,24;4,80;5,88;19,67;0,00;16,79
2016;Recept/1000 invånare;Jämtlands län;Båda könen;55­59;233,02;8,98;33,22;63,85;2,34;3,81;0,00;1,11;2,58;2,58;20,55;0,00;16,86
2016;Recept/1000 invånare;Jämtlands län;Båda könen;60­64;298,42;12,18;35,94;62,10;4,30;7,52;0,00;0,72;6,21;5,85;35,11;0,00;28,42
2016;Recept/1000 invånare;Jämtlands län;Båda könen;65­69;315,46;17,46;44,94;61,40;3,11;6,90;0,00;1,33;7,23;5,45;35,37;0,11;29,70
2016;Recept/1000 invånare;Jämtlands län;Båda könen;70­74;433,27;23,92;67,52;72,67;6,21;8,59;0,00;0,66;16,25;3,57;61,18;0,53;45,06
2016;Recept/1000 invånare;Jämtlands län;Båda könen;75­79;498,13;23,59;88,85;61,33;4,72;9,44;0,00;2,56;22,02;2,16;70,18;0,00;75,68
2016;Recept/1000 invånare;Jämtlands län;Båda könen;80­84;596,21;25,65;125,87;68,41;3,47;21,65;0,00;2,14;31,00;3,21;69,48;0,00;93,80
2016;Recept/1000 invånare;Jämtlands län;Båda könen;85+;830,36;30,16;171,90;87,46;4,78;32,67;0,00;3,02;52,27;1,51;84,44;0,25;153,81
2016;Recept/1000 invånare;Jämtlands län;Båda könen;0­85+;266,05;11,01;36,49;66,75;3,23;8,21;0,00;1,18;7,39;5,54;23,12;0,06;25,95
2016;Recept/1000 invånare;Västerbottens län;Båda könen;0­4;251,98;21,24;0,00;148,80;12,50;9,01;0,00;5,87;9,08;12,22;0,41;0,00;3,76
2016;Recept/1000 invånare;Västerbottens län;Båda könen;5­9;174,39;10,91;3,03;99,49;4,38;5,52;0,00;1,89;7,01;5,99;1,55;0,00;5,93
2016;Recept/1000 invånare;Västerbottens län;Båda könen;10­14;105,16;3,57;3,06;48,28;3,50;2,33;0,00;0,66;1,53;5,54;1,02;0,00;3,43
2016;Recept/1000 invånare;Västerbottens län;Båda könen;15­19;198,71;3,80;16,42;53,93;3,80;3,59;0,00;1,22;2,44;9,11;6,17;0,00;11,26
2016;Recept/1000 invånare;Västerbottens län;Båda könen;20­24;186,03;4,41;22,50;48,23;2,75;6,36;0,00;1,09;1,23;3,75;8,16;0,09;16,66
2016;Recept/1000 invånare;Västerbottens län;Båda könen;25­29;196,31;4,78;22,05;51,03;2,63;9,24;0,00;1,26;1,89;5,36;8,56;0,05;15,65
2016;Recept/1000 invånare;Västerbottens län;Båda könen;30­34;178,30;6,05;16,91;50,36;2,81;8,67;0,00;1,06;1,62;5,62;7,86;0,00;13,35
2016;Recept/1000 invånare;Västerbottens län;Båda könen;35­39;195,63;5,84;18,69;57,45;3,21;6,89;0,00;0,39;1,71;7,28;10,56;0,00;14,49
2016;Recept/1000 invånare;Västerbottens län;Båda könen;40­44;189,38;7,80;14,97;46,42;4,78;3,77;0,50;0,94;2,01;6,60;15,10;0,00;14,40
2016;Recept/1000 invånare;Västerbottens län;Båda könen;45­49;191,99;7,37;17,90;41,83;2,74;4,02;0,00;1,16;2,62;5,78;17,11;0,06;14,55
2016;Recept/1000 invånare;Västerbottens län;Båda könen;50­54;208,02;8,31;17,68;42,79;4,06;4,31;0,00;0,69;3,56;4,69;20,49;0,19;15,12
2016;Recept/1000 invånare;Västerbottens län;Båda könen;55­59;240,22;11,67;25,46;45,12;3,99;7,61;0,00;0,56;4,74;4,62;24,96;0,31;20,03
2016;Recept/1000 invånare;Västerbottens län;Båda könen;60­64;281,35;17,34;27,23;51,90;4,01;4,07;0,00;0,50;5,38;8,51;31,24;0,19;25,04
2016;Recept/1000 invånare;Västerbottens län;Båda könen;65­69;302,95;21,17;31,72;50,39;4,09;5,73;0,00;1,04;8,05;5,86;38,98;0,37;28,25
2016;Recept/1000 invånare;Västerbottens län;Båda könen;70­74;404,02;31,83;56,26;47,56;3,91;8,84;0,00;1,96;12,83;7,97;58,87;0,29;42,77
2016;Recept/1000 invånare;Västerbottens län;Båda könen;75­79;446,46;31,68;77,70;48,01;4,08;9,46;0,00;3,88;17,83;6,08;59,37;0,30;56,18
2016;Recept/1000 invånare;Västerbottens län;Båda könen;80­84;525,72;35,62;96,67;52,53;4,68;11,96;0,00;3,58;29,02;11,69;71,64;0,14;64,77
2016;Recept/1000 invånare;Västerbottens län;Båda könen;85+;612,36;32,61;138,99;62,95;2,56;13,24;0,00;5,55;54,12;3,28;71,63;0,14;75,76
2016;Recept/1000 invånare;Västerbottens län;Båda könen;0­85+;246,68;12,83;27,26;57,68;4,10;6,54;0,03;1,59;6,75;6,50;21,15;0,11;20,81
2016;Recept/1000 invånare;Norrbottens län;Båda könen;0­4;251,23;17,05;0,08;151,35;10,45;11,50;0,00;8,20;5,31;11,50;0,32;0,00;6,59
2016;Recept/1000 invånare;Norrbottens län;Båda könen;5­9;210,23;6,73;4,69;119,24;6,42;9,78;0,00;3,76;3,83;7,82;0,70;0,00;6,96
2016;Recept/1000 invånare;Norrbottens län;Båda könen;10­14;134,10;2,84;4,27;68,59;4,11;4,03;0,00;0,87;0,71;6,56;1,26;0,00;3,32
2016;Recept/1000 invånare;Norrbottens län;Båda könen;15­19;270,90;4,30;26,10;85,24;5,36;4,68;0,00;1,43;1,89;9,58;7,02;0,00;11,77
2016;Recept/1000 invånare;Norrbottens län;Båda könen;20­24;228,48;3,32;30,50;64,31;4,60;4,89;0,00;0,41;2,91;5,18;8,09;0,00;13,91
2016;Recept/1000 invånare;Norrbottens län;Båda könen;25­29;239,06;4,67;32,03;69,43;8,95;7,31;0,00;0,57;2,46;8,13;10,66;0,06;13,75
2016;Recept/1000 invånare;Norrbottens län;Båda könen;30­34;232,44;5,48;28,08;73,22;6,55;5,02;0,00;0,68;1,90;7,38;10,81;0,00;10,05
2016;Recept/1000 invånare;Norrbottens län;Båda könen;35­39;225,89;6,19;26,63;70,96;7,28;5,95;0,00;0,16;2,58;5,48;10,34;0,00;11,44
2016;Recept/1000 invånare;Norrbottens län;Båda könen;40­44;213,38;5,97;24,54;60,27;7,37;4,56;0,00;0,27;2,95;4,63;12,20;0,07;12,07
2016;Recept/1000 invånare;Norrbottens län;Båda könen;45­49;222,35;7,61;27,12;54,42;9,54;3,08;0,00;0,06;2,66;4,53;17,46;0,00;14,98
2016;Recept/1000 invånare;Norrbottens län;Båda könen;50­54;260,41;9,61;31,45;54,11;9,43;4,33;0,00;0,36;6,70;7,00;21,00;0,24;15,78
2016;Recept/1000 invånare;Norrbottens län;Båda könen;55­59;292,76;12,29;35,48;62,26;10,50;4,71;0,00;0,54;5,31;7,69;22,01;0,18;17,00
2016;Recept/1000 invånare;Norrbottens län;Båda könen;60­64;314,83;15,00;41,94;60,60;13,50;4,50;0,00;0,24;5,34;6,90;26,22;0,36;20,34
2016;Recept/1000 invånare;Norrbottens län;Båda könen;65­69;343,74;18,35;46,74;55,97;13,11;5,13;0,00;0,91;9,80;6,67;34,03;0,17;24,34
